session_id,event_type,created_at,browser,traffic_source
3969b568-4dc7-4926-b964-d0c32f4a8974,product,2025-11-18 22:36:19.000000 UTC,Chrome,Organic
3969b568-4dc7-4926-b964-d0c32f4a8974,cart,2025-11-18 22:37:53.000000 UTC,Chrome,Organic
3969b568-4dc7-4926-b964-d0c32f4a8974,purchase,2025-11-19 22:38:51.000000 UTC,Chrome,Organic
397ccbf2-3f06-476d-b60d-6968c31a49db,product,2020-06-22 10:38:00.000000 UTC,Chrome,Adwords
397d057d-5357-4ec4-b907-d1bf3f14cfb0,department,2025-01-05 15:35:00.000000 UTC,Chrome,Facebook
397d057d-5357-4ec4-b907-d1bf3f14cfb0,product,2025-01-05 15:52:00.000000 UTC,Chrome,Facebook
397d057d-5357-4ec4-b907-d1bf3f14cfb0,cart,2025-01-05 16:16:00.000000 UTC,Chrome,Facebook
39a0a70f-5f12-4f86-b819-8ae2ab2d4559,department,2022-11-26 14:29:00.000000 UTC,Safari,Organic
39a0a70f-5f12-4f86-b819-8ae2ab2d4559,product,2022-11-26 14:58:00.000000 UTC,Safari,Organic
39aab3bd-ae24-44e0-b4ee-de7358444bae,product,2019-05-23 08:38:00.000000 UTC,Other,Adwords
39aab3bd-ae24-44e0-b4ee-de7358444bae,cart,2019-05-23 09:01:00.000000 UTC,Other,Adwords
39aab3bd-ae24-44e0-b4ee-de7358444bae,cancel,2019-05-23 09:17:00.000000 UTC,Other,Adwords
39b43ac0-c106-47a2-ba0d-d906ae414bc7,department,2022-04-29 16:41:00.000000 UTC,Chrome,Adwords
39b43ac0-c106-47a2-ba0d-d906ae414bc7,product,2022-04-29 16:47:00.000000 UTC,Chrome,Adwords
39b43ac0-c106-47a2-ba0d-d906ae414bc7,cart,2022-04-29 16:58:00.000000 UTC,Chrome,Adwords
39c62a68-4ff5-4b4c-a2b0-0a16125d1b86,product,2021-12-01 07:29:00.000000 UTC,Chrome,Adwords
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,department,2023-03-07 14:17:00.000000 UTC,Chrome,Email
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,product,2023-03-07 14:18:59.000000 UTC,Chrome,Email
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,cart,2023-03-07 14:21:16.000000 UTC,Chrome,Email
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,department,2023-03-07 14:24:07.000000 UTC,Chrome,Email
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,product,2023-03-07 14:24:42.000000 UTC,Chrome,Email
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,cart,2023-03-07 14:26:43.000000 UTC,Chrome,Email
39e69f5d-7dd1-4620-ab97-95d6bbd89e17,purchase,2023-03-11 14:29:20.000000 UTC,Chrome,Email
39f89811-9903-47e6-a8bd-056f00f2a30c,department,2019-04-17 10:32:00.000000 UTC,Chrome,YouTube
39f89811-9903-47e6-a8bd-056f00f2a30c,product,2019-04-17 10:52:00.000000 UTC,Chrome,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,department,2026-03-03 21:10:23.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,product,2026-03-03 21:12:52.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,cart,2026-03-03 21:15:10.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,department,2026-03-03 21:17:25.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,product,2026-03-03 21:17:27.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,cart,2026-03-03 21:18:35.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,department,2026-03-03 21:18:48.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,product,2026-03-03 21:20:47.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,cart,2026-03-03 21:21:08.000000 UTC,Safari,YouTube
3a155de5-0871-4178-a954-5e5c3f1605a1,purchase,2026-03-06 21:23:03.000000 UTC,Safari,YouTube
3a1ebe54-87e5-40ba-a704-6cdbb96e11fe,department,2023-10-07 17:23:00.000000 UTC,Chrome,Facebook
3a1ebe54-87e5-40ba-a704-6cdbb96e11fe,product,2023-10-07 17:33:00.000000 UTC,Chrome,Facebook
3a1ebe54-87e5-40ba-a704-6cdbb96e11fe,cart,2023-10-07 17:46:00.000000 UTC,Chrome,Facebook
3a265a13-791e-4f7b-af7f-377eda28b385,department,2025-05-01 08:11:00.000000 UTC,Firefox,Organic
3a265a13-791e-4f7b-af7f-377eda28b385,product,2025-05-01 08:34:00.000000 UTC,Firefox,Organic
3a265a13-791e-4f7b-af7f-377eda28b385,cart,2025-05-01 09:00:00.000000 UTC,Firefox,Organic
3a2bc23c-9408-4805-8301-ef3ca7f93613,cart,2022-11-28 18:16:00.000000 UTC,Safari,Email
3a2bc23c-9408-4805-8301-ef3ca7f93613,product,2022-11-28 18:16:00.000000 UTC,Safari,Email
3a2bc23c-9408-4805-8301-ef3ca7f93613,cancel,2022-11-28 18:30:00.000000 UTC,Safari,Email
3a33f141-256a-44e7-a32d-c7493bc46e4e,product,2021-10-20 07:45:00.000000 UTC,Chrome,Email
3a33f141-256a-44e7-a32d-c7493bc46e4e,cart,2021-10-20 07:58:00.000000 UTC,Chrome,Email
3a33f141-256a-44e7-a32d-c7493bc46e4e,cancel,2021-10-20 08:05:00.000000 UTC,Chrome,Email
3a3c0fa9-949f-47ee-ad52-69eebc7d1537,department,2020-08-22 15:47:00.000000 UTC,Chrome,Organic
3a3c0fa9-949f-47ee-ad52-69eebc7d1537,product,2020-08-22 16:01:00.000000 UTC,Chrome,Organic
3a3c0fa9-949f-47ee-ad52-69eebc7d1537,cart,2020-08-22 16:06:00.000000 UTC,Chrome,Organic
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,department,2025-12-21 19:58:14.000000 UTC,Chrome,Email
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,product,2025-12-21 19:58:46.000000 UTC,Chrome,Email
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,cart,2025-12-21 20:01:02.000000 UTC,Chrome,Email
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,department,2025-12-21 20:02:43.000000 UTC,Chrome,Email
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,product,2025-12-21 20:03:00.000000 UTC,Chrome,Email
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,cart,2025-12-21 20:03:34.000000 UTC,Chrome,Email
3a4bd2be-eeda-4aa0-a6fb-4c79c953c0bb,purchase,2025-12-24 20:06:24.000000 UTC,Chrome,Email
3a4c5ab8-7657-4f5b-968a-4c4aa1eebbf3,department,2025-08-24 06:17:00.000000 UTC,Firefox,Email
3a4c5ab8-7657-4f5b-968a-4c4aa1eebbf3,product,2025-08-24 06:29:00.000000 UTC,Firefox,Email
3a5296fe-21a9-4500-90ba-8819813285b7,department,2019-09-19 13:56:00.000000 UTC,Safari,Email
3a5296fe-21a9-4500-90ba-8819813285b7,product,2019-09-19 14:24:00.000000 UTC,Safari,Email
3a5296fe-21a9-4500-90ba-8819813285b7,cart,2019-09-19 14:30:00.000000 UTC,Safari,Email
3a6a4309-9356-4d51-af3e-5787a649b0d4,product,2020-05-04 15:16:00.000000 UTC,IE,Organic
3a6cbdea-1fad-4623-a812-46f1fbf9e1f3,home,2024-12-02 15:33:59.000000 UTC,Safari,Adwords
3a6cbdea-1fad-4623-a812-46f1fbf9e1f3,department,2024-12-02 15:35:35.000000 UTC,Safari,Adwords
3a6cbdea-1fad-4623-a812-46f1fbf9e1f3,product,2024-12-02 15:38:07.000000 UTC,Safari,Adwords
3a6cbdea-1fad-4623-a812-46f1fbf9e1f3,cart,2024-12-02 15:38:22.000000 UTC,Safari,Adwords
3a6cbdea-1fad-4623-a812-46f1fbf9e1f3,purchase,2024-12-02 15:39:36.000000 UTC,Safari,Adwords
3a6d9179-aa43-43f0-b630-50b32c2d6be6,department,2026-02-09 17:01:00.000000 UTC,Safari,Facebook
3a6d9179-aa43-43f0-b630-50b32c2d6be6,product,2026-02-09 17:17:00.000000 UTC,Safari,Facebook
3a6d9179-aa43-43f0-b630-50b32c2d6be6,cart,2026-02-09 17:35:00.000000 UTC,Safari,Facebook
3a723e9d-6731-45d4-b66b-f5e94f9eebe8,product,2022-12-21 12:41:00.000000 UTC,Chrome,Email
3a723e9d-6731-45d4-b66b-f5e94f9eebe8,cart,2022-12-21 13:08:00.000000 UTC,Chrome,Email
3a723e9d-6731-45d4-b66b-f5e94f9eebe8,cancel,2022-12-21 13:10:00.000000 UTC,Chrome,Email
3a75c2b1-554d-426a-b783-ab5f0e5a806b,department,2020-09-05 00:42:00.000000 UTC,Safari,Facebook
3a75c2b1-554d-426a-b783-ab5f0e5a806b,product,2020-09-05 00:49:00.000000 UTC,Safari,Facebook
3a75c2b1-554d-426a-b783-ab5f0e5a806b,cart,2020-09-05 01:03:00.000000 UTC,Safari,Facebook
3a92b3a3-9955-4a6e-9cfa-e8f348666172,department,2023-07-12 11:12:00.000000 UTC,Chrome,Facebook
3a92b3a3-9955-4a6e-9cfa-e8f348666172,product,2023-07-12 11:29:00.000000 UTC,Chrome,Facebook
3aeb188e-f979-44f1-853c-d57698b96368,department,2021-04-15 09:58:00.000000 UTC,Chrome,Email
3aeb188e-f979-44f1-853c-d57698b96368,product,2021-04-15 10:09:00.000000 UTC,Chrome,Email
3aeb188e-f979-44f1-853c-d57698b96368,cart,2021-04-15 10:10:00.000000 UTC,Chrome,Email
3b10e82f-b3d7-4e99-8104-b806209446ab,product,2023-06-09 18:46:00.000000 UTC,Firefox,Adwords
3b10e82f-b3d7-4e99-8104-b806209446ab,cart,2023-06-09 19:02:00.000000 UTC,Firefox,Adwords
3b10e82f-b3d7-4e99-8104-b806209446ab,cancel,2023-06-09 19:14:00.000000 UTC,Firefox,Adwords
3b24f19b-292e-4890-b461-29b7119d4dd4,department,2023-11-05 04:12:00.000000 UTC,Chrome,Email
3b24f19b-292e-4890-b461-29b7119d4dd4,product,2023-11-05 04:25:00.000000 UTC,Chrome,Email
3b303940-6657-421e-ae0a-951284fe2ba6,department,2022-02-03 10:23:00.000000 UTC,IE,Email
3b303940-6657-421e-ae0a-951284fe2ba6,product,2022-02-03 10:42:00.000000 UTC,IE,Email
3b44335e-0209-4857-8267-9f204fde778c,department,2021-03-13 18:56:18.000000 UTC,Chrome,YouTube
3b44335e-0209-4857-8267-9f204fde778c,product,2021-03-13 18:57:40.000000 UTC,Chrome,YouTube
3b44335e-0209-4857-8267-9f204fde778c,cart,2021-03-13 18:58:11.000000 UTC,Chrome,YouTube
3b44335e-0209-4857-8267-9f204fde778c,department,2021-03-13 18:59:17.000000 UTC,Chrome,YouTube
3b44335e-0209-4857-8267-9f204fde778c,product,2021-03-13 19:01:27.000000 UTC,Chrome,YouTube
3b44335e-0209-4857-8267-9f204fde778c,cart,2021-03-13 19:02:45.000000 UTC,Chrome,YouTube
3b44335e-0209-4857-8267-9f204fde778c,purchase,2021-03-17 19:03:17.000000 UTC,Chrome,YouTube
3b4cb33d-b856-4963-a176-046ba2f0c9af,department,2024-02-16 01:49:00.000000 UTC,Firefox,Adwords
3b4cb33d-b856-4963-a176-046ba2f0c9af,product,2024-02-16 01:54:00.000000 UTC,Firefox,Adwords
3ba63b97-d4c2-43c8-9f70-7c1b51c4d458,department,2019-07-03 14:57:00.000000 UTC,Safari,Email
3ba63b97-d4c2-43c8-9f70-7c1b51c4d458,product,2019-07-03 15:00:00.000000 UTC,Safari,Email
3bcbdda5-9ffe-4315-9dad-c04504d22c21,department,2020-12-04 18:46:00.000000 UTC,Chrome,Email
3bcbdda5-9ffe-4315-9dad-c04504d22c21,product,2020-12-04 19:10:00.000000 UTC,Chrome,Email
3bcbdda5-9ffe-4315-9dad-c04504d22c21,cart,2020-12-04 19:21:00.000000 UTC,Chrome,Email
3bfc1e54-aa30-4f8f-ab84-d13e6fc711be,department,2024-05-29 16:53:00.000000 UTC,Chrome,Email
3bfc1e54-aa30-4f8f-ab84-d13e6fc711be,product,2024-05-29 17:18:00.000000 UTC,Chrome,Email
3bfc1e54-aa30-4f8f-ab84-d13e6fc711be,cart,2024-05-29 17:29:00.000000 UTC,Chrome,Email
3bfd0aca-beff-444a-b0dc-8ca41657a688,product,2023-06-12 16:01:00.000000 UTC,Chrome,Adwords
3bfd0aca-beff-444a-b0dc-8ca41657a688,cart,2023-06-12 16:13:00.000000 UTC,Chrome,Adwords
3bfd0aca-beff-444a-b0dc-8ca41657a688,cancel,2023-06-12 16:35:00.000000 UTC,Chrome,Adwords
3c111a62-3bb0-4b05-9cea-ba0d2701149f,department,2024-12-06 07:44:11.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,product,2024-12-06 07:45:15.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,cart,2024-12-06 07:47:08.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,department,2024-12-06 07:48:35.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,product,2024-12-06 07:49:39.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,cart,2024-12-06 07:52:35.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,department,2024-12-06 07:53:11.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,product,2024-12-06 07:54:36.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,cart,2024-12-06 07:54:56.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,department,2024-12-06 07:56:33.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,product,2024-12-06 07:57:55.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,cart,2024-12-06 07:59:30.000000 UTC,Chrome,Organic
3c111a62-3bb0-4b05-9cea-ba0d2701149f,purchase,2024-12-10 08:02:28.000000 UTC,Chrome,Organic
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,department,2024-10-16 09:51:53.000000 UTC,Chrome,Email
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,product,2024-10-16 09:53:37.000000 UTC,Chrome,Email
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,cart,2024-10-16 09:56:25.000000 UTC,Chrome,Email
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,department,2024-10-16 09:57:03.000000 UTC,Chrome,Email
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,product,2024-10-16 09:58:15.000000 UTC,Chrome,Email
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,cart,2024-10-16 09:59:18.000000 UTC,Chrome,Email
3c37f358-4e99-4ace-a7e6-bc7c4bad7e67,purchase,2024-10-19 10:01:23.000000 UTC,Chrome,Email
3c42060f-faeb-4204-84e7-f61bdd8cb0d3,product,2024-02-03 04:16:00.000000 UTC,Firefox,Adwords
3c42060f-faeb-4204-84e7-f61bdd8cb0d3,cart,2024-02-03 04:33:00.000000 UTC,Firefox,Adwords
3c42060f-faeb-4204-84e7-f61bdd8cb0d3,cancel,2024-02-03 04:49:00.000000 UTC,Firefox,Adwords
3c66d418-16b3-4948-b381-296efc19db52,department,2020-06-25 07:29:00.000000 UTC,Firefox,Adwords
3c66d418-16b3-4948-b381-296efc19db52,product,2020-06-25 07:46:00.000000 UTC,Firefox,Adwords
3c75b5ad-5e0f-4cef-a3f2-07d8df6d309b,product,2019-12-05 15:46:00.000000 UTC,Safari,Email
3c75b5ad-5e0f-4cef-a3f2-07d8df6d309b,cart,2019-12-05 15:57:00.000000 UTC,Safari,Email
3c75b5ad-5e0f-4cef-a3f2-07d8df6d309b,cancel,2019-12-05 16:23:00.000000 UTC,Safari,Email
3c9e1c5d-ea70-4e3e-9d85-b069c54ed1f2,department,2020-09-23 09:58:00.000000 UTC,Chrome,Adwords
3c9e1c5d-ea70-4e3e-9d85-b069c54ed1f2,product,2020-09-23 10:17:00.000000 UTC,Chrome,Adwords
3cbab70d-6de4-428e-ae40-d0424aa71deb,department,2022-07-08 15:54:00.000000 UTC,Chrome,Adwords
3cbab70d-6de4-428e-ae40-d0424aa71deb,product,2022-07-08 16:00:00.000000 UTC,Chrome,Adwords
3cbcec01-8195-4aff-9903-bff8a7684713,product,2020-02-21 14:05:00.000000 UTC,Firefox,Adwords
3ccb91ba-4a12-4eca-9420-60a18eb204f5,department,2022-04-26 10:09:00.000000 UTC,Chrome,Organic
3ccb91ba-4a12-4eca-9420-60a18eb204f5,product,2022-04-26 10:23:00.000000 UTC,Chrome,Organic
3ccb91ba-4a12-4eca-9420-60a18eb204f5,cart,2022-04-26 10:26:00.000000 UTC,Chrome,Organic
3ce66097-c573-43d7-bd1d-f988a7dbc76d,product,2025-04-14 04:19:00.000000 UTC,Chrome,Email
3ce66097-c573-43d7-bd1d-f988a7dbc76d,cart,2025-04-14 04:35:00.000000 UTC,Chrome,Email
3ce66097-c573-43d7-bd1d-f988a7dbc76d,cancel,2025-04-14 04:56:00.000000 UTC,Chrome,Email
3ce70b60-e501-4c8b-a153-0475b6d588f7,product,2020-10-07 15:08:00.000000 UTC,Chrome,Facebook
3ce70b60-e501-4c8b-a153-0475b6d588f7,cart,2020-10-07 15:12:00.000000 UTC,Chrome,Facebook
3ce70b60-e501-4c8b-a153-0475b6d588f7,cancel,2020-10-07 15:28:00.000000 UTC,Chrome,Facebook
3d285086-624b-4276-8771-f902df1d0b8c,product,2022-03-31 18:13:00.000000 UTC,Chrome,Email
3d285086-624b-4276-8771-f902df1d0b8c,cart,2022-03-31 18:13:00.000000 UTC,Chrome,Email
3d285086-624b-4276-8771-f902df1d0b8c,cancel,2022-03-31 18:24:00.000000 UTC,Chrome,Email
3d4978ea-9323-4685-805d-de712561e5fe,department,2025-03-26 00:50:00.000000 UTC,Chrome,Facebook
3d4978ea-9323-4685-805d-de712561e5fe,product,2025-03-26 01:01:00.000000 UTC,Chrome,Facebook
3d720149-8cb6-4f64-8eea-41681f86e510,product,2022-09-04 05:58:00.000000 UTC,Chrome,Email
3d720149-8cb6-4f64-8eea-41681f86e510,cart,2022-09-04 06:02:00.000000 UTC,Chrome,Email
3d720149-8cb6-4f64-8eea-41681f86e510,cancel,2022-09-04 06:14:00.000000 UTC,Chrome,Email
3d7dafce-9b43-4c12-af6e-78ca023ba53e,product,2020-05-27 09:28:00.000000 UTC,Chrome,Email
3d7dafce-9b43-4c12-af6e-78ca023ba53e,cart,2020-05-27 09:43:00.000000 UTC,Chrome,Email
3d7dafce-9b43-4c12-af6e-78ca023ba53e,cancel,2020-05-27 10:12:00.000000 UTC,Chrome,Email
3d84a9c2-da99-41b1-b257-2015ea4aae3b,department,2019-06-30 15:54:00.000000 UTC,Chrome,Email
3d84a9c2-da99-41b1-b257-2015ea4aae3b,product,2019-06-30 16:23:00.000000 UTC,Chrome,Email
3da0c605-82a7-4b16-885b-5976819b8f4a,product,2019-12-21 12:37:00.000000 UTC,Chrome,Facebook
3da0c605-82a7-4b16-885b-5976819b8f4a,cart,2019-12-21 13:03:00.000000 UTC,Chrome,Facebook
3da0c605-82a7-4b16-885b-5976819b8f4a,cancel,2019-12-21 13:17:00.000000 UTC,Chrome,Facebook
3db8f80e-e551-4256-ab9f-d23a3221aacd,product,2022-07-15 05:11:00.000000 UTC,Firefox,Adwords
3dbaa778-2b9e-49c5-9172-e69cef076738,product,2024-12-11 06:48:00.000000 UTC,Firefox,Email
3dcf8b32-6d03-45ca-ab00-f47fc92618a0,department,2021-12-26 05:15:00.000000 UTC,Chrome,Adwords
3dcf8b32-6d03-45ca-ab00-f47fc92618a0,product,2021-12-26 05:35:00.000000 UTC,Chrome,Adwords
3dcf8b32-6d03-45ca-ab00-f47fc92618a0,cart,2021-12-26 05:37:00.000000 UTC,Chrome,Adwords
3e1310fd-c9fe-4e30-8d66-378033f111b7,product,2022-06-14 01:35:00.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,department,2023-05-14 12:57:13.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,product,2023-05-14 13:00:01.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,cart,2023-05-14 13:02:17.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,department,2023-05-14 13:03:36.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,product,2023-05-14 13:04:33.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,cart,2023-05-14 13:05:31.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,department,2023-05-14 13:07:55.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,product,2023-05-14 13:09:05.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,cart,2023-05-14 13:11:17.000000 UTC,Chrome,Email
3e68a1fd-4dc3-42cd-8564-0c088fc6d178,purchase,2023-05-14 13:13:14.000000 UTC,Chrome,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,product,2025-09-03 03:29:01.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,department,2025-09-03 03:29:01.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,cart,2025-09-03 03:30:28.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,department,2025-09-03 03:33:26.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,product,2025-09-03 03:34:47.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,cart,2025-09-03 03:37:15.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,department,2025-09-03 03:39:45.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,product,2025-09-03 03:41:57.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,cart,2025-09-03 03:42:25.000000 UTC,Safari,Email
3e8bedfa-b06c-4037-8c01-8769ad62ef5c,purchase,2025-09-03 03:44:10.000000 UTC,Safari,Email
3efbb177-890d-4eaf-9a1e-8543437e8fc1,product,2025-07-05 10:51:00.000000 UTC,Chrome,Email
3efbb177-890d-4eaf-9a1e-8543437e8fc1,cart,2025-07-05 10:58:00.000000 UTC,Chrome,Email
3efbb177-890d-4eaf-9a1e-8543437e8fc1,cancel,2025-07-05 11:18:00.000000 UTC,Chrome,Email
3f013361-c143-410b-85e4-d482989f672f,department,2019-07-01 14:04:00.000000 UTC,Other,YouTube
3f013361-c143-410b-85e4-d482989f672f,product,2019-07-01 14:14:00.000000 UTC,Other,YouTube
3f013361-c143-410b-85e4-d482989f672f,cart,2019-07-01 14:32:00.000000 UTC,Other,YouTube
3f03a19f-5c15-4063-83f2-4bebf490245a,product,2023-12-19 02:54:00.000000 UTC,IE,Facebook
3f03a19f-5c15-4063-83f2-4bebf490245a,cart,2023-12-19 02:55:00.000000 UTC,IE,Facebook
3f03a19f-5c15-4063-83f2-4bebf490245a,cancel,2023-12-19 03:07:00.000000 UTC,IE,Facebook
3f0ff4bf-5e46-4ceb-b588-2134817979d6,department,2019-01-26 13:42:00.000000 UTC,Firefox,Adwords
3f0ff4bf-5e46-4ceb-b588-2134817979d6,product,2019-01-26 14:07:00.000000 UTC,Firefox,Adwords
3f0ff4bf-5e46-4ceb-b588-2134817979d6,cart,2019-01-26 14:14:00.000000 UTC,Firefox,Adwords
3f130cef-43b5-4962-8dac-0ed88cb76b7a,product,2021-04-15 06:49:00.000000 UTC,IE,Adwords
3f130cef-43b5-4962-8dac-0ed88cb76b7a,cart,2021-04-15 07:13:00.000000 UTC,IE,Adwords
3f130cef-43b5-4962-8dac-0ed88cb76b7a,cancel,2021-04-15 07:24:00.000000 UTC,IE,Adwords
3f2d5725-eeba-4f63-9fc6-da9558954ede,department,2023-02-26 08:44:00.000000 UTC,Chrome,Email
3f2d5725-eeba-4f63-9fc6-da9558954ede,product,2023-02-26 08:51:00.000000 UTC,Chrome,Email
3f31f377-90fe-45c5-9e59-a1ab36910c5b,product,2025-02-14 10:10:00.000000 UTC,Chrome,Email
3f3dd396-f089-47a1-b891-697659c5ea0f,product,2023-10-12 05:46:00.000000 UTC,Firefox,Adwords
3f3dd396-f089-47a1-b891-697659c5ea0f,cart,2023-10-12 05:50:00.000000 UTC,Firefox,Adwords
3f3dd396-f089-47a1-b891-697659c5ea0f,cancel,2023-10-12 06:07:00.000000 UTC,Firefox,Adwords
3f472c32-a794-4869-91f9-a075d96b3213,product,2021-01-10 02:46:00.000000 UTC,Chrome,Email
3f472c32-a794-4869-91f9-a075d96b3213,cart,2021-01-10 02:56:00.000000 UTC,Chrome,Email
3f472c32-a794-4869-91f9-a075d96b3213,cancel,2021-01-10 03:21:00.000000 UTC,Chrome,Email
3f70e66a-8d7c-4105-84fa-570b7b6661fc,department,2020-08-01 09:38:00.000000 UTC,Chrome,Email
3f70e66a-8d7c-4105-84fa-570b7b6661fc,product,2020-08-01 09:38:00.000000 UTC,Chrome,Email
3f70e66a-8d7c-4105-84fa-570b7b6661fc,cart,2020-08-01 09:51:00.000000 UTC,Chrome,Email
3f941884-da9d-470f-a6ef-2f6bf39d4639,department,2023-09-12 23:19:44.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,product,2023-09-12 23:22:10.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,cart,2023-09-12 23:24:35.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,department,2023-09-12 23:25:12.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,product,2023-09-12 23:27:24.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,cart,2023-09-12 23:29:29.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,department,2023-09-12 23:31:05.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,product,2023-09-12 23:31:29.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,cart,2023-09-12 23:32:44.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,department,2023-09-12 23:34:54.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,product,2023-09-12 23:36:38.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,cart,2023-09-12 23:36:56.000000 UTC,Chrome,YouTube
3f941884-da9d-470f-a6ef-2f6bf39d4639,purchase,2023-09-15 23:39:45.000000 UTC,Chrome,YouTube
3fa5552f-6318-4b35-a029-53ca9352f104,department,2023-07-24 08:39:00.000000 UTC,Other,Adwords
3fa5552f-6318-4b35-a029-53ca9352f104,product,2023-07-24 08:50:00.000000 UTC,Other,Adwords
3fa5552f-6318-4b35-a029-53ca9352f104,cart,2023-07-24 09:06:00.000000 UTC,Other,Adwords
3fb56ecf-79dd-466c-a8df-a1b720e8c61c,department,2023-02-12 18:45:00.000000 UTC,Chrome,Adwords
